Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Status_Prediction,Probability,RiskLevel
1,18,4,9254,1,1,106.0000,1,19,37,7,7,106.0000,True,False,False,True,1,True,21,False,0,6,8,4,10.5000,0,0,6,11,1,11.0000,0,9.4000,-0.8000,-3.1200,Dropout,Dropout,0.1801,Medium
1,17,4,9773,1,1,121.0000,1,1,19,9,8,120.3000,True,False,True,True,1,True,19,False,0,6,6,6,13.6667,0,0,6,6,6,13.3333,0,8.9000,1.4000,3.5100,Graduate,Graduate,0.0190,Low
1,17,4,9500,1,1,150.0000,1,38,37,9,9,130.8000,False,False,False,True,1,True,22,False,0,7,7,7,14.8429,0,0,8,9,8,15.0556,0,16.2000,0.3000,-0.9200,Graduate,Graduate,0.0014,Low
2,39,1,8014,0,1,120.0000,1,37,37,9,6,117.0000,False,False,False,True,1,False,33,False,0,6,8,6,12.0000,0,0,6,6,6,11.6667,0,10.8000,1.4000,1.7400,Graduate,Graduate,0.0289,Low
1,1,6,9853,1,1,114.0000,1,19,19,9,9,110.2000,True,False,False,True,1,False,20,False,0,6,8,5,12.2000,0,0,6,7,5,12.2000,0,10.8000,1.4000,1.7400,Dropout,Graduate,0.2506,Medium
1,39,1,9991,0,2,140.0000,1,3,3,2,2,155.7000,True,False,False,True,1,False,35,False,0,1,1,0,0.0000,1,0,5,0,0,0.0000,0,10.8000,1.4000,1.7400,Dropout,Dropout,0.0032,Low
1,39,1,9003,1,4,160.0000,1,3,3,4,2,180.4000,False,False,True,True,1,False,24,False,6,12,17,6,12.1667,0,7,12,14,10,13.3000,0,12.4000,0.5000,1.7900,Dropout,Dropout,0.1804,Medium
1,17,1,9254,1,1,120.0000,1,19,19,4,4,125.5000,False,False,False,True,1,False,18,False,0,5,6,5,12.0000,0,0,5,8,3,11.3333,0,12.7000,3.7000,-1.7000,Enrolled,Enrolled,0.7283,High
2,39,1,8014,0,1,130.0000,1,37,37,9,6,110.0000,True,False,False,True,0,False,33,False,0,6,7,6,11.0000,0,0,6,11,5,11.0000,0,9.4000,-0.8000,-3.1200,Graduate,Graduate,0.3157,Medium
1,42,1,9500,1,1,160.0000,1,37,38,9,7,161.0000,True,False,False,True,0,True,22,False,0,8,8,7,13.0800,0,0,8,8,7,13.0800,0,10.8000,1.4000,1.7400,Graduate,Graduate,0.0654,Low
1,39,1,9670,1,1,120.0000,1,1,19,4,5,100.0000,False,False,False,True,0,True,25,False,0,5,7,4,10.5000,0,0,5,7,5,11.6000,0,9.4000,-0.8000,-3.1200,Graduate,Graduate,0.1784,Medium
1,17,1,9070,1,1,124.0000,1,19,38,4,0,117.6000,True,False,False,True,1,False,20,False,0,6,9,6,10.6667,1,0,6,6,5,11.2000,0,7.6000,2.6000,0.3200,Graduate,Graduate,0.0747,Low
1,1,6,9147,1,1,143.0000,1,38,37,9,9,128.7000,True,False,False,True,1,False,23,False,0,5,6,4,14.0000,0,0,5,5,5,13.8000,0,11.1000,0.6000,2.0200,Enrolled,Enrolled,0.5295,Medium
1,43,2,9119,1,1,115.0000,1,38,19,9,6,112.2000,True,False,True,True,1,False,18,False,0,5,9,2,10.0000,0,0,5,9,0,0.0000,0,15.5000,2.8000,-4.0600,Enrolled,Dropout,0.0410,Low
1,39,1,9500,1,1,133.1000,1,1,1,4,10,100.8000,False,False,False,True,1,False,24,False,0,7,18,0,0.0000,0,0,7,7,0,0.0000,0,13.9000,-0.3000,0.7900,Dropout,Dropout,0.0182,Low
1,17,2,9773,1,1,133.1000,41,19,1,9,9,105.0000,True,False,False,False,0,False,21,True,0,6,6,6,14.0000,0,0,6,6,6,13.5000,0,8.9000,1.4000,3.5100,Graduate,Graduate,0.0140,Low
1,15,1,9130,1,1,133.1000,41,1,1,4,4,100.0000,False,False,False,True,0,False,26,True,0,6,7,2,12.0000,1,0,6,6,0,0.0000,0,8.9000,1.4000,3.5100,Dropout,Dropout,0.0195,Low
2,39,1,9853,1,10,133.1000,1,37,34,0,0,115.5000,False,False,False,True,0,False,39,False,0,6,12,3,12.6667,0,0,6,14,0,0.0000,1,7.6000,2.6000,0.3200,Dropout,Dropout,0.0003,Low
2,39,1,8014,0,1,133.1000,1,37,19,9,9,114.0000,False,False,False,True,0,False,44,False,2,8,11,8,11.8750,0,0,6,7,6,12.3333,0,12.7000,3.7000,-1.7000,Graduate,Graduate,0.0787,Low
1,15,1,9119,1,1,130.0000,26,38,3,9,2,137.0000,True,False,False,True,1,False,19,True,0,5,9,5,14.0000,0,0,5,11,3,13.2500,0,13.9000,-0.3000,0.7900,Enrolled,Enrolled,0.6535,High
1,1,5,9773,1,1,135.0000,1,37,1,5,5,124.9000,True,False,False,True,0,False,18,False,0,6,6,6,13.6667,0,0,6,6,6,13.3333,0,8.9000,1.4000,3.5100,Graduate,Graduate,0.0155,Low
1,1,5,9500,1,1,132.0000,1,37,37,7,7,120.3000,True,False,False,True,0,True,18,False,0,7,7,7,13.7500,0,0,8,9,8,14.4778,0,12.4000,0.5000,1.7900,Graduate,Graduate,0.0066,Low
1,1,1,9085,1,1,135.0000,1,1,2,9,1,134.3000,True,False,False,True,0,False,19,False,0,5,7,5,14.2000,2,0,5,7,5,13.8000,0,12.7000,3.7000,-1.7000,Enrolled,Graduate,0.0653,Low
1,1,4,9500,1,1,115.0000,1,3,3,2,2,111.5000,True,False,True,False,0,False,19,False,0,7,10,4,11.9600,0,0,7,7,0,0.0000,0,13.9000,-0.3000,0.7900,Dropout,Dropout,0.0028,Low
1,53,1,9085,1,42,130.0000,1,38,38,9,9,128.8000,False,False,False,True,0,False,21,False,7,10,12,8,12.8750,0,4,9,14,5,13.4000,0,8.9000,1.4000,3.5100,Dropout,Dropout,0.0917,Medium
1,1,4,171,1,1,133.1000,1,1,1,9,10,110.0000,True,False,False,True,0,False,20,False,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,16.2000,0.3000,-0.9200,Graduate,Dropout,0.0174,Low
2,39,1,8014,0,1,130.0000,1,37,37,6,5,113.5000,True,False,False,True,0,False,36,False,0,6,0,0,0.0000,0,0,6,0,0,0.0000,0,9.4000,-0.8000,-3.1200,Dropout,Dropout,0.0020,Low
4,39,1,9003,1,12,133.1000,1,37,37,9,6,160.0000,False,False,False,True,0,False,43,False,13,18,19,18,14.6316,0,10,13,14,13,14.2308,1,15.5000,2.8000,-4.0600,Graduate,Graduate,0.0019,Low
1,18,1,9853,1,1,123.0000,1,19,19,9,7,117.4000,True,False,False,True,0,False,19,False,0,6,0,0,0.0000,0,0,6,0,0,0.0000,0,11.1000,0.6000,2.0200,Dropout,Dropout,0.0008,Low
1,51,1,9070,1,1,130.0000,1,3,1,2,8,122.2000,False,False,True,True,0,False,20,False,4,10,12,10,13.0000,0,5,11,11,11,12.2727,0,11.1000,0.6000,2.0200,Graduate,Graduate,0.0689,Low
1,1,2,9238,1,1,122.0000,1,37,38,4,7,118.2000,True,False,False,True,0,False,19,False,0,6,0,0,0.0000,0,0,6,0,0,0.0000,0,16.2000,0.3000,-0.9200,Dropout,Dropout,0.0035,Low
1,1,1,9085,1,1,113.0000,1,1,1,4,4,106.7000,True,False,False,True,0,False,20,False,0,6,15,4,14.2000,0,0,6,17,4,13.2500,0,15.5000,2.8000,-4.0600,Dropout,Dropout,0.1766,Medium
1,1,5,9500,1,1,111.0000,1,3,4,4,3,108.2000,True,False,False,True,0,False,20,False,2,7,9,6,13.2667,0,0,7,10,5,12.3000,0,12.4000,0.5000,1.7900,Dropout,Enrolled,0.5332,Medium
1,17,2,9853,1,1,133.1000,1,19,1,9,3,107.0000,True,False,False,True,0,False,20,False,0,7,12,6,11.6667,0,0,7,10,3,13.0000,0,16.2000,0.3000,-0.9200,Enrolled,Enrolled,0.6656,High
1,1,1,9238,1,1,142.0000,1,37,37,6,7,136.1000,True,False,False,True,0,False,18,False,0,6,8,6,13.8571,0,0,6,6,6,15.0000,0,13.9000,-0.3000,0.7900,Graduate,Graduate,0.0089,Low
1,17,2,9147,1,1,123.0000,1,1,38,4,7,115.3000,True,False,False,True,0,True,18,False,0,5,9,3,13.0000,0,0,5,11,3,11.0000,0,8.9000,1.4000,3.5100,Enrolled,Enrolled,0.8412,High
1,1,1,9085,1,1,131.0000,1,19,19,9,9,139.8000,True,False,False,True,0,False,19,False,0,5,6,5,13.4000,0,0,5,5,5,12.8000,0,10.8000,1.4000,1.7400,Graduate,Graduate,0.0628,Low
1,1,3,9773,1,1,158.0000,1,1,38,4,7,157.0000,True,False,False,True,0,False,18,False,0,6,6,6,12.6667,0,0,6,7,6,12.5714,0,10.8000,1.4000,1.7400,Graduate,Graduate,0.0435,Low
1,17,2,9500,1,1,122.0000,1,37,37,9,9,131.0000,True,False,False,True,0,False,18,False,0,7,7,6,12.5167,1,0,7,7,6,12.5167,1,7.6000,2.6000,0.3200,Dropout,Graduate,0.1271,Medium
1,43,1,9500,1,1,130.0000,1,38,38,9,5,100.0000,False,False,False,True,0,False,20,False,0,7,11,6,11.6167,0,0,7,7,7,13.0000,0,13.9000,-0.3000,0.7900,Enrolled,Enrolled,0.6712,High
